_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
1153,578,103284,Bridlewood Park,Bridlewood Park Tennis Court Drinking Fountain,Drinking Fountain,Located east of the outdoor tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/578/index.html,445 Huntingwood Dr,"c(-79.3161847318039, 43.7832173288686)"
1154,676,103285,Highview Park,Highview Park Playground Bottle Filling Station,Bottle Filling Station,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/676/index.html,150 Highview Ave,"c(-79.258868979778, 43.7031431602397)"
1155,676,103287,Highview Park,Highview Park Baseball Diamond Bottle Filling Station,Bottle Filling Station,Located along the pathway between the south baseball diamond and the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/676/index.html,150 Highview Ave,"c(-79.2583102508799, 43.7020793579276)"
1156,1088,103362,Milliken Park,Milliken Park Washroom Bottle Filling Station,Bottle Filling Station,Located outside the washroom building on the south side.,https://www.toronto.ca/data/parks/prd/facilities/complex/1088/index.html,5555 Steeles Ave E.,"c(-79.271841609019, 43.8300114455656)"
1157,2025,103363,Heron Park,Heron Park Tennis Court Drinking Fountain,Drinking Fountain,"Located east of the tennis courts, between the tennis courts and the outdoor pool.",https://www.toronto.ca/data/parks/prd/facilities/complex/2025/index.html,292 Manse Rd,"c(-79.1778979259665, 43.7692143892528)"
1158,586,103364,Wishing Well Park,Wishing Well Park Bottle Filling Station,Bottle Filling Station,Located west of the parking lot along the pathway between the baseball diamonds.,https://www.toronto.ca/data/parks/prd/facilities/complex/586/index.html,1700 Pharmacy Ave,"c(-79.3160399370816, 43.7695710027485)"
1159,522,103365,Adams Park,Adams Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located west of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/522/index.html,2 Rozell Rd,"c(-79.1465894845983, 43.792261775023)"
1160,682,103366,Viola Desmond Park,Viola Desmond Basketball Court Bottle Filling Station,Bottle Filling Station,Located east of the outdoor basketball court along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/682/index.html,85 Hupfield Trl,"c(-79.2198022382618, 43.8128361239629)"
1161,514,116980,Earlscourt Park,Earlscourt Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located west of the splash pad on the outside the park building.,https://www.toronto.ca/data/parks/prd/facilities/complex/514/index.html,1200 Landsdowne Ave,"c(-79.4514809979631, 43.6741210221827)"
1162,713,116979,Westlake Park,Westlake Park Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located northeast of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/713/index.html,86 Jasper Ave,"c(-79.4861750171431, 43.6820664666311)"
1163,1486,116977,South Humber Park,South Humber Park Drinking Fountain,Drinking Fountain,Located beside the Oculus Pavilion along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1486/index.html,120 The Queensway,"c(-79.480318062291, 43.6364799288855)"
1164,2541,121924,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Picnic Site 110 North Water Tap,Water Tap,"Located northeast of Picnic Site #110, along the pathway.",https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.39029344986, 43.6226290559753)"
1165,2541,121925,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Picnic Site 110 South Water Tap,Water Tap,"Located southeast of Picnic Site #110, along the pathway.",https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.3902826395464, 43.6216999726092)"
1166,2541,121926,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Tennis Court Water Tap,Water Tap,"Located northeast of the tennis courts, east of the pathway along the water.",https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.3902403940986, 43.6205601962376)"
1167,2541,121927,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Water Tap,Water Tap,"Located east of Hanlan's Point Tennis Court Washroom, east of the pathway along the water.",https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.390211863871, 43.6191281740732)"
1168,2541,121928,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Picnic Site 113 Water Tap,Water Tap,"Located east of Picnic Site #113, east of the pathway along the water.",https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.3903520451913, 43.617865050378)"
1169,2541,121929,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Lagoon Water Tap,Water Tap,Located along the water by the Lagoon that enters Lighthouse Pond.,https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.3885614883298, 43.6162187758448)"
1170,2541,121930,Toronto Islands - Hanlan's Point,Toronto Islands - Hanlan's Point Lighthouse Pond Water Tap,Water Tap,Located along the water near the entrance to Lighthouse Pond.,https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W,"c(-79.3875878467194, 43.6159090488425)"
1171,2543,121931,Toronto Islands - Olympic Island,Toronto Islands - Olympic Island Picnic Site 18 Water Tap,Water Tap,Located south of Picnic Site #18 Drinking Fountain.,https://www.toronto.ca/data/parks/prd/facilities/complex/2543/index.html,9 Queens Quay  W,"c(-79.3752539754728, 43.6225872936256)"
1172,2725,121934,Toronto Islands - Centre Island,Toronto Islands - Centre Island Picnic Site 26 Water Tap,Water Tap,"Located north of Picnic Site #26, north of the maze hedge.",https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W,"c(-79.3753527593656, 43.6182117758304)"
1173,2039,121935,Toronto Islands - Ward's Island,Toronto Islands - Ward's Island Water Tap,Water Tap,"Located south of the pathway, between Chippewa House Washroom and the fork in the pathway.",https://www.toronto.ca/data/parks/prd/facilities/complex/2039/index.html,1 Centre Island Park,"c(-79.3642912670525, 43.6215685537617)"
1174,2024,121933,Toronto Islands - Toronto Island Park,Toronto Islands - Toronto Island Park Picnic Site 13 Water Tap,Water Tap,"Located east of Picnic Site #13, south of the washroom building.",https://www.toronto.ca/data/parks/prd/facilities/complex/2024/index.html,9 Queens Quay  W,"c(-79.376579137201, 43.6202268354738)"
1175,2024,121932,Toronto Islands - Toronto Island Park,Toronto Islands - Toronto Island Park Water Tap,Water Tap,Located on the east side of the island on the north side of Avenue of the Islands pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2024/index.html,9 Queens Quay  W,"c(-79.3755498387665, 43.6206122662399)"
1176,3780,121965,Dr. Gordon Chong Park,Dr. Gordon Chong Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located north of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/3780/index.html,60 Howard St,"c(-79.3729936133487, 43.6716237905422)"
1177,3799,116976,Love Park,Love Park Bottle Filling Station,Bottle Filling Station,Located south of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/3799/index.html,96 Queens Quay W,"c(-79.379593229198, 43.6410198861012)"
1178,798,1000000196,Centennial Park - Etobicoke,Centennial Park Etobicoke Picnic Site 8 Portable Toilet,Portable Toilet,Located near Picnic Site #8.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd.,"c(-79.591889717508, 43.6489329067701)"
1179,41,1000000002,Allan Gardens,Allan Gardens Portable Toilet,Portable Toilet,Located in the parking lot beside the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/41/index.html,160 Gerrard St  E,"c(-79.3749962988973, 43.6614637458795)"
1180,508,1000000009,Weston Lions Park,Weston Lions Park Portable Toilet,Portable Toilet,Located near the parking lot between the outdoor pool and the arena building.,https://www.toronto.ca/data/parks/prd/facilities/complex/508/index.html,2125 Lawrence Ave  W,"c(-79.5185912286203, 43.6981911692876)"
1181,484,1000000200,Amesbury Park,Amesbury Park Portable Toilet,Portable Toilet,Located by the southeast corner of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/484/index.html,151 Culford Rd,"c(-79.4809709233239, 43.7073797809409)"
1182,292,132557,Phin Park,Phin Park Wading Pool Drinking Fountain,Drinking Fountain,Located next to the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/292/index.html,115 Condor Ave,"c(-79.3363035661159, 43.6775511543835)"
1183,3728,132558,Riverside Common Park,Riverside Common Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located east of the benches along Queen Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/3728/index.html,657 Queen St E,"c(-79.351631342375, 43.6583660108605)"
1184,155,132561,Jimmie Simpson Park,Jimmie Simpson Park Outdoor Rink Bottle Filling Station,Bottle Filling Station,"Located on the outside of the Recreation Centre, south of the Outdoor Rink.",https://www.toronto.ca/data/parks/prd/facilities/complex/155/index.html,870 Queen St  E,"c(-79.3451772458302, 43.660861210755)"
1185,2825,132559,June Callwood Park,June Callwood Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the west side of the park south of Fort York Boulevard.,https://www.toronto.ca/data/parks/prd/facilities/complex/2825/index.html,636 Fleet St,"c(-79.4041195899854, 43.6372151597808)"
1186,343,132560,Riverdale Park East,Riverdale Park East Fieldhouse Bottle Filling Station,Bottle Filling Station,Located on the outside of the Fieldhouse Washroom building at the south end of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,550 Broadview Ave,"c(-79.355737818219, 43.6677815194617)"
1187,70,132642,Greenwood Park,Greenwood Park Dog Off-Leash Area South Dog Fountain,Dog Fountain,Located at the southeast entrance of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave,"c(-79.3286865950117, 43.6676911725142)"
1188,183,132641,St. Andrew's Playground,St. Andrew's Playground Dog Fountain,Dog Fountain,Located in the southwest corner of the dog off-leash area.,https://www.toronto.ca/data/parks/prd/facilities/complex/183/index.html,450 Adelaide St W,"c(-79.3992961406069, 43.6461857750761)"
1189,3788,102405,Hillsdale Avenue Park,Hillsdale Avenue Park Bottle Filling Station,Bottle Filling Station,Located on the south side of the park off of Hillsdale Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/3788/index.html,33 Soundan Ave,"c(-79.3965727011417, 43.7037391336616)"
1190,41,138471,Allan Gardens,Allan Gardens South Entrance Drinking Water Source,"Bottle Filling Station, Drinking Fountain",Located on the east side of the path at the south entrance to the park from Gerrard St E,https://www.toronto.ca/data/parks/prd/facilities/complex/41/index.html,160 Gerrard St E,"c(-79.3735581723909, 43.6611386703175)"
1191,NA,849390,Jolly Way Park,Jolly Way Park Bottle Filling Station,Bottle Filling Station,Located between the bike rings and the north end of the playground,https://www.toronto.ca/data/parks/prd/facilities/complex/3820/index.html,965 Ellesmere Rd.,"c(-79.2784336308059, 43.7658194373098)"
1192,NA,849310,Holmes Park,Holmes Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located North of the playground and shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/3815/index.html,25 Holmes Ave,"c(-79.4134345711175, 43.7779638945551)"
1193,NA,849315,Don-Leslie Park,Don-Leslie Park Bottle Filling Station,Bottle Filling Station,Located at the west end of the park beside the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/3816/index.html,14 Inn On The Park Dr,"c(-79.3491098377232, 43.7193264888577)"
1194,813,1000000213,Buttonwood Park,Buttonwood Park Ice Rink Portable Toilet,Portable Toilet,Located beside the ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/813/index.html,30 Mulham Pl,"c(-79.5201568533787, 43.68176690546)"
1195,1053,1000000214,Campbell Avenue Park,Campbell Avenue Park Portable Toilet,Portable Toilet,In front of the building on the west side against the wall.,https://www.toronto.ca/data/parks/prd/facilities/complex/1053/index.html,225 Campbell Ave.,"c(-79.4485983358912, 43.6629606474189)"
1196,196,1000000215,Christie Pits Park,Christie Pits Skate Park Portable Toilet,Portable Toilet,Beside the skate park near the gazebo.,https://www.toronto.ca/data/parks/prd/facilities/complex/196/index.html,750 Bloor St W,"c(-79.4204094994157, 43.6646857407659)"
1197,86,1000000216,Dovercourt Park,Dovercourt Park Portable Toilet,Portable Toilet,Along the path that runs through the centre of the park off of Southview Ave.,https://www.toronto.ca/data/parks/prd/facilities/complex/86/index.html,155 Bartlett Ave,"c(-79.4332930822816, 43.6647067891508)"
1198,514,1000000217,Earlscourt Park,Earlscourt Park Dog Off Leash Area Portable Toilet,Portable Toilet,On the North West side of the dog off-leash.,https://www.toronto.ca/data/parks/prd/facilities/complex/514/index.html,1200 Lansdowne Ave,"c(-79.4498318797585, 43.6721020031484)"
1199,117,1000000218,Eglinton Park,Eglinton Park Playground Portable Toilet,Portable Toilet,On the west side pathway north of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/117/index.html,200 Eglinton Ave W,"c(-79.4050747897221, 43.707911578262)"
1200,2288,1000000219,Fergy Brown Park,Fergy Brown Park Portable Toilet,Portable Toilet,Located in the parking lot,https://www.toronto.ca/data/parks/prd/facilities/complex/2288/index.html,3700 Eglinton Ave W,"c(-79.4968261205757, 43.687404984009)"
1201,70,1000000220,Greenwood Park,Greenwood Park Portable Toilet,Portable Toilet,"Located on the pathway from Alton Ave., west of the ice rink",https://www.toronto.ca/data/parks/prd/facilities/complex/70/index.html,150 Greenwood Ave,"c(-79.3299497123404, 43.6689839305892)"
1202,2715,1000000221,Joseph Bannon Park,Joseph Bannon Park Portable Toilet,Portable Toilet,Located on the north side of the circle by the statue of Joseph Bannon.,https://www.toronto.ca/data/parks/prd/facilities/complex/2715/index.html,65 Mary Chapman Blvd,"c(-79.534916750529, 43.7322089590284)"
1203,3555,1000000222,Lee Lifeson Art Park,Lee Lifeson Art Park Portable Toilet,Portable Toilet,Located at the north entrance off of Princess Ave.,https://www.toronto.ca/data/parks/prd/facilities/complex/3555/index.html,45 Princess Ave,"c(-79.4096707399318, 43.7689701672768)"
